NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	54	32		
GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	46	30		
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	265	153		
GOBP_ADULT_BEHAVIOR	136	75		
GOBP_MALE_GENITALIA_DEVELOPMENT	24	16		
GOBP_FEMALE_GENITALIA_DEVELOPMENT	18		Rejected!	
GOBP_COLLAGEN_CATABOLIC_PROCESS	42	25		
GOBP_NUCLEAR_BODY_ORGANIZATION	17		Rejected!	
GOBP_PML_BODY_ORGANIZATION	7		Rejected!	
GOBP_UBIQUITIN_DEPENDENT_SMAD_PROTEIN_CATABOLIC_PROCESS	6		Rejected!	
GOBP_NEUTROPHIL_CHEMOTAXIS	105	47		
GOBP_LEUKOCYTE_CHEMOTAXIS	236	113		
GOBP_POLYKETIDE_METABOLIC_PROCESS	10		Rejected!	
GOBP_REGULATION_OF_CELLULAR_PH	83	48		
GOBP_AMINOGLYCOSIDE_ANTIBIOTIC_METABOLIC_PROCESS	10		Rejected!	
GOBP_REGULATION_OF_VITAMIN_METABOLIC_PROCESS	12		Rejected!	
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	196	131		
GOBP_OVULATION	23		Rejected!	
GOBP_SEQUESTERING_OF_TRIGLYCERIDE	18		Rejected!	
GOBP_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	42	19		
GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	24		Rejected!	
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH	158	101		
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	45	26		
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	65	40		
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	53	29		
GOBP_PROSTATE_GLAND_DEVELOPMENT	49	34		
GOBP_GRANULOCYTE_DIFFERENTIATION	36	17		
GOBP_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	8		Rejected!	
GOBP_EPITHELIAL_CELL_DIFFERENTIATION	670	350		
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	158	83		
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	50	27		
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	65	32		
GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION	26	20		
GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION	61	42		
GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION	40	30		
GOBP_THYROID_GLAND_DEVELOPMENT	26	18		
GOBP_MAMMARY_GLAND_DEVELOPMENT	135	88		
GOBP_REGULATION_OF_MYELOID_DENDRITIC_CELL_ACTIVATION	5		Rejected!	
GOBP_REGULATION_OF_B_CELL_PROLIFERATION	64	32		
GOBP_NEGATIVE_REGULATION_OF_B_CELL_PROLIFERATION	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	42	24		
GOBP_FOREBRAIN_DEVELOPMENT	377	219		
GOBP_MIDBRAIN_DEVELOPMENT	90	54		
GOBP_HINDBRAIN_DEVELOPMENT	150	86		
GOBP_NOTOCHORD_DEVELOPMENT	18		Rejected!	
GOBP_PARANODAL_JUNCTION_ASSEMBLY	6		Rejected!	
GOBP_OTIC_VESICLE_FORMATION	8		Rejected!	
GOBP_MIDBRAIN_HINDBRAIN_BOUNDARY_DEVELOPMENT	6		Rejected!	
GOBP_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	32	21		
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	17		Rejected!	
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CYTOSKELETON_POLARITY	7		Rejected!	
GOBP_ASTRAL_MICROTUBULE_ORGANIZATION	10		Rejected!	
GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	75	56		
GOBP_RESPONSE_TO_CAFFEINE	13		Rejected!	
GOBP_PANCREAS_DEVELOPMENT	81	44		
GOBP_EXOCRINE_PANCREAS_DEVELOPMENT	7		Rejected!	
GOBP_ENDOCRINE_PANCREAS_DEVELOPMENT	46	25		
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	146	83		
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION	199	129		
GOBP_MYOSIN_FILAMENT_ORGANIZATION	5		Rejected!	
GOBP_GENE_SILENCING_BY_RNA	681	77		
GOBP_DSRNA_PROCESSING	56	31		
GOBP_PRIMARY_MIRNA_PROCESSING	13		Rejected!	
GOBP_PRE_MIRNA_PROCESSING	14		Rejected!	
GOBP_CHROMATIN_REMODELING_AT_CENTROMERE	11		Rejected!	
GOBP_REGULATION_OF_HISTONE_MODIFICATION	180	113		
GOBP_NEGATIVE_REGULATION_OF_HISTONE_MODIFICATION	50	25		
GOBP_POSITIVE_REGULATION_OF_HISTONE_MODIFICATION	103	63		
GOBP_REGULATION_OF_HISTONE_METHYLATION	80	45		
GOBP_NEGATIVE_REGULATION_OF_HISTONE_METHYLATION	23		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_METHYLATION	50	24		
GOBP_REGULATION_OF_HISTONE_DEACETYLATION	43	30		
GOBP_NEGATIVE_REGULATION_OF_HISTONE_DEACETYLATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_DEACETYLATION	22		Rejected!	
GOBP_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	37	25		
GOBP_POST_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	7		Rejected!	
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_INDEPENDENT_DECAY	7		Rejected!	
GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	253	157		
GOBP_REGENERATION	188	105		
GOBP_ANIMAL_ORGAN_REGENERATION	65	35		
GOBP_NEURON_PROJECTION_REGENERATION	59	36		
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	124	85		
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	88	63		
GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	40	31		
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	37	28		
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION	55	41		
GOBP_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION	31	23		
GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION	14		Rejected!	
GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS	10		Rejected!	
GOBP_TRNA_PSEUDOURIDINE_SYNTHESIS	6		Rejected!	
GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION	57	34		
GOBP_RNA_3_END_PROCESSING	117	59		
GOBP_MRNA_3_END_PROCESSING	63	39		
GOBP_RRNA_3_END_PROCESSING	10		Rejected!	
GOBP_DEVELOPMENTAL_INDUCTION	34	23		
GOBP_REGULATION_OF_AXON_DIAMETER	5		Rejected!	
GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	18		Rejected!	
GOBP_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	49	27		
GOBP_RRNA_METHYLATION	26	15		
GOBP_PEPTIDE_MODIFICATION	5		Rejected!	
GOBP_POSTTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_TRANSLOCATION	7		Rejected!	
GOBP_PSEUDOPODIUM_ORGANIZATION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PSEUDOPODIUM_ASSEMBLY	13		Rejected!	
GOBP_REGULATION_OF_CYCLASE_ACTIVITY	53	20		
GOBP_POSITIVE_REGULATION_OF_CYCLASE_ACTIVITY	21		Rejected!	
GOBP_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY	10		Rejected!	
GOBP_RETINAL_GANGLION_CELL_AXON_GUIDANCE	21	17		
GOBP_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS	13		Rejected!	
GOBP_LYMPHOCYTE_COSTIMULATION	47	22		
GOBP_REPLICATION_FORK_PROCESSING	41	22		
GOBP_POSITIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS	1966		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	267	164		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	145	92		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	195	123		
GOBP_REGULATION_OF_VESICLE_FUSION	22		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VESICLE_FUSION	9		Rejected!	
GOBP_REGULATION_OF_CELL_KILLING	103	40		
GOBP_NEGATIVE_REGULATION_OF_CELL_KILLING	28		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	65	23		
GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	664	416		
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	187	120		
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	341	215		
GOBP_REGULATION_OF_DEFENSE_RESPONSE	650	327		
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	268	121		
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	288	149		
GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION	30	19		
GOBP_NEGATIVE_REGULATION_OF_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1539		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	520	309		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	987		Rejected!	
GOBP_KERATINIZATION	59		Rejected!	
GOBP_REGULATION_OF_MRNA_3_END_PROCESSING	28	16		
GOBP_NEGATIVE_REGULATION_OF_MRNA_3_END_PROCESSING	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MRNA_3_END_PROCESSING	10		Rejected!	
GOBP_NUCLEAR_MEMBRANE_REASSEMBLY	23	18		
GOBP_CHROMATIN_DISASSEMBLY	21		Rejected!	
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	155	103		
GOBP_SUBTELOMERIC_HETEROCHROMATIN_ASSEMBLY	7		Rejected!	
GOBP_RUFFLE_ORGANIZATION	57	35		
GOBP_ACTIN_CYTOSKELETON_REORGANIZATION	108	75		
GOBP_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING	123	81		
GOBP_MITOTIC_INTRA_S_DNA_DAMAGE_CHECKPOINT_SIGNALING	17		Rejected!	
GOBP_MEMBRANE_RAFT_ORGANIZATION	25	17		
GOBP_HEMIDESMOSOME_ASSEMBLY	5		Rejected!	
GOBP_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY	6		Rejected!	
GOBP_REGULATION_OF_INOSITOL_1_4_5_TRISPHOSPHATE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	5		Rejected!	
GOBP_CELL_SUBSTRATE_ADHESION	365	228		
GOBP_REGULATION_OF_FEVER_GENERATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FEVER_GENERATION	7		Rejected!	
GOBP_RECEPTOR_INTERNALIZATION	114	73		
GOBP_ZYMOGEN_ACTIVATION	65	34		
GOBP_PLASMINOGEN_ACTIVATION	25		Rejected!	
GOBP_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM	46		Rejected!	
GOBP_REGULATION_OF_MYELINATION	48	27		
GOBP_NEGATIVE_REGULATION_OF_MYELINATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYELINATION	18		Rejected!	
GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	138	72		
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	35	19		
GOBP_REGULATION_OF_PROTEIN_STABILITY	302	180		
GOBP_PROTEIN_DESTABILIZATION	47	27		
GOBP_HEAT_GENERATION	16		Rejected!	
GOBP_REGULATION_OF_HEAT_GENERATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEAT_GENERATION	9		Rejected!	
GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	62	35		
GOBP_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	26		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	9		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	245	147		
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT	42	25		
GOBP_PROTECTION_FROM_NON_HOMOLOGOUS_END_JOINING_AT_TELOMERE	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_PLASTICITY	9		Rejected!	
GOBP_TOR_SIGNALING	127	76		
GOBP_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	42	31		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	26	20		
GOBP_CORTICOSTEROID_RECEPTOR_SIGNALING_PATHWAY	14		Rejected!	
GOBP_RESPONSE_TO_CORTICOSTEROID	157	93		
GOBP_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	12		Rejected!	
GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	11		Rejected!	
GOBP_REGULATION_OF_TOR_SIGNALING	105	60		
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING	45	26		
GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING	47	25		
GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION	20		Rejected!	
GOBP_ISG15_PROTEIN_CONJUGATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION	67	41		
GOBP_RESPONSE_TO_COBALT_ION	10		Rejected!	
GOBP_RESPONSE_TO_MAGNESIUM_ION	19		Rejected!	
GOBP_MITOCHONDRIAL_DNA_METABOLIC_PROCESS	15		Rejected!	
GOBP_CARDIOLIPIN_METABOLIC_PROCESS	17		Rejected!	
GOBP_CARDIOLIPIN_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_CILIARY_BASAL_BODY_ORGANIZATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS	7		Rejected!	
GOBP_BLEB_ASSEMBLY	10		Rejected!	
GOBP_REGULATION_OF_NUCLEASE_ACTIVITY	21		Rejected!	
GOBP_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY	10		Rejected!	
GOBP_REGULATION_OF_ENDODEOXYRIBONUCLEASE_ACTIVITY	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NUCLEASE_ACTIVITY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEASE_ACTIVITY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	95	47		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_BINDING	97	59		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING	83	57		
GOBP_RESPONSE_TO_FOOD	37	16		
GOBP_REGULATION_OF_RESPONSE_TO_FOOD	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_FOOD	11		Rejected!	
GOBP_REGULATION_OF_APPETITE	21		Rejected!	
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	978		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	429	212		
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	441	226		
GOBP_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	25		Rejected!	
GOBP_SEQUESTERING_OF_ZINC_ION	8		Rejected!	
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	141	85		
GOBP_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY	31	19		
GOBP_TRANSPOSITION	32	16		
GOBP_TRANSPOSITION_RNA_MEDIATED	5		Rejected!	
GOBP_TELOMERE_ORGANIZATION	162	86		
GOBP_TELOMERE_MAINTENANCE_VIA_SEMI_CONSERVATIVE_REPLICATION	9		Rejected!	
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE	80	49		
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE	35	22		
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE	52	29		
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE	20		Rejected!	
GOBP_RIBOFLAVIN_TRANSPORT	6		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC	6		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_DOPAMINERGIC	8		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	34	16		
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	14		Rejected!	
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	106	69		
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	36	22		
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	61	40		
GOBP_ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	6		Rejected!	
GOBP_SECRETORY_GRANULE_LOCALIZATION	12		Rejected!	
GOBP_METHYLATION	377	202		
GOBP_PURINE_NUCLEOTIDE_SALVAGE	10		Rejected!	
GOBP_GMP_SALVAGE	5		Rejected!	
GOBP_IMP_SALVAGE	5		Rejected!	
GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION	200	133		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	80	53		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	93	59		
GOBP_GONADOTROPIN_SECRETION	16		Rejected!	
GOBP_LUTEINIZING_HORMONE_SECRETION	10		Rejected!	
GOBP_REGULATION_OF_GONADOTROPIN_SECRETION	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GONADOTROPIN_SECRETION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GONADOTROPIN_SECRETION	7		Rejected!	
GOBP_CENTRAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	5		Rejected!	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	9		Rejected!	
GOBP_MYELIN_ASSEMBLY	22	15		
GOBP_CENTRAL_NERVOUS_SYSTEM_MYELIN_FORMATION	6		Rejected!	
GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM	24		Rejected!	
GOBP_REGULATION_OF_ICOSANOID_SECRETION	22		Rejected!	
GOBP_REGULATION_OF_PROSTAGLANDIN_SECRETION	14		Rejected!	
GOBP_ALANINE_TRANSPORT	15		Rejected!	
GOBP_SERINE_TRANSPORT	11		Rejected!	
GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	50	39		
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	22	16		
GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	19	17		
GOBP_REGULATION_OF_ALDOSTERONE_METABOLIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_HORMONE_METABOLIC_PROCESS	36	24		
GOBP_NEGATIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE	18		Rejected!	
GOBP_RESPONSE_TO_ESTRADIOL	123	66		
GOBP_OXYGEN_HOMEOSTASIS	7		Rejected!	
GOBP_INTRACELLULAR_LIPID_TRANSPORT	47	30		
GOBP_INTRACELLULAR_STEROL_TRANSPORT	32	19		
GOBP_REGULATION_OF_LIPID_TRANSPORT	153	78		
GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT	45	15		
GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	87	47		
GOBP_REGULATION_OF_STEROL_TRANSPORT	80	34		
GOBP_NEGATIVE_REGULATION_OF_STEROL_TRANSPORT	29		Rejected!	
GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	39	19		
GOBP_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT	5		Rejected!	
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT	333	219		
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	60	33		
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	197	134		
GOBP_DNA_GEOMETRIC_CHANGE	96	49		
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY	305	153		
GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	107	44		
GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	117	59		
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	84	38		
GOBP_REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY	6		Rejected!	
GOBP_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	7		Rejected!	
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	138	93		
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	36	24		
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	93	61		
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	873		Rejected!	
GOBP_ENDOCYTIC_RECYCLING	76	52		
GOBP_REGULATION_OF_CYTOKINESIS	91	41		
GOBP_NEGATIVE_REGULATION_OF_CYTOKINESIS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS	42	15		
GOBP_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS	25	19		
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_CALCIUM_ION_CONCENTRATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	32	17		
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	58	32		
GOBP_RAB_PROTEIN_SIGNAL_TRANSDUCTION	21		Rejected!	
GOBP_REGULATION_OF_RAB_PROTEIN_SIGNAL_TRANSDUCTION	7		Rejected!	
GOBP_RAL_PROTEIN_SIGNAL_TRANSDUCTION	5		Rejected!	
GOBP_RAP_PROTEIN_SIGNAL_TRANSDUCTION	14		Rejected!	
GOBP_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	15		Rejected!	
GOBP_REGULATION_OF_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	8		Rejected!	
GOBP_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN	12		Rejected!	
GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN	11		Rejected!	
GOBP_RESPONSE_TO_PEPTIDOGLYCAN	13		Rejected!	
GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE	20		Rejected!	
GOBP_MULTICELLULAR_ORGANISM_REPRODUCTION	887	395		
GOBP_CYTOKINETIC_PROCESS	39	28		
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL	63	39		
GOBP_ENDOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	32	23		
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	7		Rejected!	
